"base_asset_id","base_exchange_symbol","q2_pair_count","q2_typed_observation_count","current_candidate_count","current_candidate_ids","current_candidate_names","candidate_records_json","candidate_records_sha256","mapping_status","mapping_approved"
"XLTC","LTC","9","352985","2","binance-peg-litecoin|litecoin","Binance-Peg Litecoin|Litecoin","[{""id"":""binance-peg-litecoin"",""symbol"":""ltc"",""name"":""Binance-Peg Litecoin"",""platforms"":{""binance-smart-chain"":""0x4338665cbb7b2485a8855a139b75d5e34ab0db94""}},{""id"":""litecoin"",""symbol"":""ltc"",""name"":""Litecoin"",""platforms"":{}}]","0fd1a3903649c963a7625aa71d4e11fda898716508bf9f2972073a40ea37aa63","ambiguous_current_candidates","False"
"LUNA","LUNA","2","36758","2","luna-by-virtuals|terra-luna-2","Luna by Virtuals|Terra","[{""id"":""luna-by-virtuals"",""symbol"":""luna"",""name"":""Luna by Virtuals"",""platforms"":{""base"":""0x55cd6469f597452b5a7536e2cd98fde4c1247ee4"",""solana"":""9se6kma7LeGcQWyRBNcYzyxZPE3r9t9qWZ8SnjnN3jJ7""}},{""id"":""terra-luna-2"",""symbol"":""luna"",""name"":""Terra"",""platforms"":{""osmosis"":""ibc/785AFEC6B3741100D15E7AF01374E3C4C36F24888E96479B1C33F5C71F364EF9"",""terra-2"":""uluna""}}]","9fd4356fee324b7eb3c71309bc8303fd47a0c95edc1f7c6e34eb413bdf5d6e1d","ambiguous_current_candidates","False"
"LUNA2","LUNA2","2","10067","0","","","[]","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","no_current_candidate","False"
"MANA","MANA","5","54962","3","decentraland|decentraland-wormhole|meme-anarchic-numismatic-asset","Decentraland|Decentraland (Wormhole)|Meme Anarchic Numismatic Asset","[{""id"":""decentraland"",""symbol"":""mana"",""name"":""Decentraland"",""platforms"":{""ethereum"":""0x0f5d2fb29fb7d3cfee444a200298f468908cc942"",""polygon-pos"":""0xa1c57f48f0deb89f569dfbe6e2b7f46d33606fd4""}},{""id"":""decentraland-wormhole"",""symbol"":""mana"",""name"":""Decentraland (Wormhole)"",""platforms"":{""solana"":""7dgHoN8wBZCc5wbnQ2C47TDnBMAxG4Q5L3KjP67z8kNi""}},{""id"":""meme-anarchic-numismatic-asset"",""symbol"":""mana"",""name"":""Meme Anarchic Numismatic Asset"",""platforms"":{""solana"":""Bw5K8eZaf361uDLHgX2UUn1PNfC7XtgQVvY9sSappump""}}]","a7846041cfc06eab50f0aae4535f87140844984b1953cdc881a9cbd8477c0129","ambiguous_current_candidates","False"
"MASK","MASK","2","23456","2","catwifmask|mask-network","catwifmask|Mask Network","[{""id"":""catwifmask"",""symbol"":""mask"",""name"":""catwifmask"",""platforms"":{""solana"":""6MQpbiTC2YcogidTmKqMLK82qvE9z5QEm7EP3AEDpump""}},{""id"":""mask-network"",""symbol"":""mask"",""name"":""Mask Network"",""platforms"":{""binance-smart-chain"":""0x2ed9a5c8c13b93955103b9a7c167b67ef4d568a3"",""energi"":""0x746514e2c7d91e1e84c20c54d1f6f537b28a7d8e"",""ethereum"":""0x69af81e73a73b40adf4f3d4223cd9b1ece623074"",""polygon-pos"":""0x2b9e7ccdf0f4e5b24757c1e1a80e311e34cb10c7""}}]","2e3206f7fc7e240bf4eb942f0641545e6631dd00baca21c3a3983eac327973b5","ambiguous_current_candidates","False"
"MAT","MAT","2","4452","2","matchain|my-master-war","Matchain|My Master War","[{""id"":""matchain"",""symbol"":""mat"",""name"":""Matchain"",""platforms"":{""binance-smart-chain"":""0xfe2dd2d57a05f89438f3aec94eafa4070396bab0""}},{""id"":""my-master-war"",""symbol"":""mat"",""name"":""My Master War"",""platforms"":{""binance-smart-chain"":""0xf3147987a00d35eecc10c731269003ca093740ca""}}]","86e6f4dd23d871a1db594d990119bc791618068c5a710c82a28953e9f3f8613b","ambiguous_current_candidates","False"
"MC","MC","2","879","4","magic-crystal|marketcat|merit-circle|merry-christmas","Magic Crystal|MarketCat|Merit Circle|Merry Christmas","[{""id"":""magic-crystal"",""symbol"":""mc"",""name"":""Magic Crystal"",""platforms"":{""the-open-network"":""EQCbKMTmEAdSnzsK85LOpaDkDH3HjujEbTePMSeirvEaNq-U""}},{""id"":""marketcat"",""symbol"":""mc"",""name"":""MarketCat"",""platforms"":{""solana"":""81QY29ruZQSMcwNxh7WQTiny1pcvRbaenh7b36qpump""}},{""id"":""merit-circle"",""symbol"":""mc"",""name"":""Merit Circle"",""platforms"":{""binance-smart-chain"":""0x949d48eca67b17269629c7194f4b727d4ef9e5d6"",""ethereum"":""0x949d48eca67b17269629c7194f4b727d4ef9e5d6""}},{""id"":""merry-christmas"",""symbol"":""mc"",""name"":""Merry Christmas"",""platforms"":{""solana"":""7X9H2VvwRMJqLBUwZEN9CMptFESdyJ7Fp2SjLyNDpump""}}]","adc476b94ec0ac4393cebb9ef2f4a8e20e92f1d3708849dbcd45670f8a2d95ea","ambiguous_current_candidates","False"
"ME","ME","2","3858","2","literally-me|magic-eden","Literally Me|Magic Eden","[{""id"":""literally-me"",""symbol"":""me"",""name"":""Literally Me"",""platforms"":{""solana"":""4Y47LEufvcSSSbTFojcvW4Y6x2KZXrqG2urNBSvHpump""}},{""id"":""magic-eden"",""symbol"":""me"",""name"":""Magic Eden"",""platforms"":{""solana"":""MEFNBXixkEbait3xn9bkm8WsJzXtVsaJEn4c8Sam21u""}}]","1cbae8955eaaca42a962847bcb0f3ef0132d49c771262ddf93120419430c2cef","ambiguous_current_candidates","False"
"MELANIA","MELANIA","4","41899","1","melania-meme","Melania Meme","[{""id"":""melania-meme"",""symbol"":""melania"",""name"":""Melania Meme"",""platforms"":{""solana"":""FUAfBo2jgks6gB4Z4LfZkqSZgzNucisEHqnNebaRxM1P""}}]","23515944bf7dcfcdc5d41f62a4758c82a3194ddf8d72a8e6a2445c95410524b5","single_current_candidate_review_required","False"
"MEME","MEME","2","9931","5","1-meme-can-change-your-life|memecoin-2|memetoon|most-elegant-monkey-ever|mpx6900","1 meme can change your life|Memecoin|MEMETOON|MOST ELEGANT MONKEY EVER|MPX6900","[{""id"":""1-meme-can-change-your-life"",""symbol"":""meme"",""name"":""1 meme can change your life"",""platforms"":{""solana"":""85ymfLLfeyYA9wV1PorpLBW1pprWfPgnm3cMEx5ppump""}},{""id"":""memecoin-2"",""symbol"":""meme"",""name"":""Memecoin"",""platforms"":{""ethereum"":""0xb131f4a55907b10d1f0a50d8ab8fa09ec342cd74""}},{""id"":""memetoon"",""symbol"":""meme"",""name"":""MEMETOON"",""platforms"":{""binance-smart-chain"":""0x193397bb76868c6873e733ad60d5953843ebc84e""}},{""id"":""most-elegant-monkey-ever"",""symbol"":""meme"",""name"":""MOST ELEGANT MONKEY EVER"",""platforms"":{""solana"":""7cyAGa4XsNDnSgnFuwmVFgp9JGqZoZYkiVyFPSke9CuP""}},{""id"":""mpx6900"",""symbol"":""meme"",""name"":""MPX6900"",""platforms"":{""solana"":""39Mzpdw7NDGiXmZZGWiCdR6Nzoc7muWuYkPsVDV4pump""}}]","f0646b585421557ecac4335e6e66b25bb63a9d240a12ec26e0dcbd3aedda5495","ambiguous_current_candidates","False"
"METH","METH","2","40","2","mantle-staked-ether|mirrored-ether","Mantle Staked Ether|Mirrored Ether","[{""id"":""mantle-staked-ether"",""symbol"":""meth"",""name"":""Mantle Staked Ether"",""platforms"":{""ethereum"":""0xd5f7838f5c461feff7fe49ea5ebaf7728bb0adfa"",""mantle"":""0xcda86a272531e8640cd7f1a92c01839911b90bb0""}},{""id"":""mirrored-ether"",""symbol"":""meth"",""name"":""Mirrored Ether"",""platforms"":{}}]","0a8371933c3c2e760e84c9fb84079407c23dee0b5ad76dc40630a678dd430cd8","ambiguous_current_candidates","False"
"METIS","METIS","2","5073","2","medusa-metis|metis-token","Medusa|Metis","[{""id"":""medusa-metis"",""symbol"":""metis"",""name"":""Medusa"",""platforms"":{}},{""id"":""metis-token"",""symbol"":""metis"",""name"":""Metis"",""platforms"":{""ethereum"":""0x9e32b13ce7f2e80a01932b42553652e053d6ed8e"",""metis-andromeda"":""0xdeaddeaddeaddeaddeaddeaddeaddeaddead0000""}}]","656dfd90ac77006fa028090c55ec36e8ead4cdd1c7067a226bdc0ac187327d0d","ambiguous_current_candidates","False"
"MEW","MEW","2","16253","1","cat-in-a-dogs-world","cat in a dogs world","[{""id"":""cat-in-a-dogs-world"",""symbol"":""mew"",""name"":""cat in a dogs world"",""platforms"":{""solana"":""MEW1gQWJ3nEXg2qgERiKu7FAFj79PHvQVREQUzScPP5""}}]","9d36b271e8da955f43b65d3b849c3e5c9b2048f7a79e1427a07115743dfbac4e","single_current_candidate_review_required","False"
"MICHI","MICHI","2","11673","1","michi","michi","[{""id"":""michi"",""symbol"":""michi"",""name"":""michi"",""platforms"":{""solana"":""AywAYdNJnSLSXwKWYxDciPjqGRnwp4iZdQptuuQTpump""}}]","1912319d0e51b1c3c6cd4ffc9cd554a1e9c87e2a952eeaae11c8edb7ad73ff18","single_current_candidate_review_required","False"
"MINA","MINA","4","25594","1","mina-protocol","Mina Protocol","[{""id"":""mina-protocol"",""symbol"":""mina"",""name"":""Mina Protocol"",""platforms"":{}}]","c2e29ff951e0b3f4e2b884ccc17b2948db6177ec91878ac4754a03ad2a0309c3","single_current_candidate_review_required","False"
"MIR","MIR","2","8230","3","mirror-chain|mirror-protocol|mir-token","Mir Token|Mirror Chain|Mirror Protocol","[{""id"":""mirror-chain"",""symbol"":""mir"",""name"":""Mirror Chain"",""platforms"":{""solana"":""GBUxQFRXQjSPjkxymAUKPfbUbSpRY8Ui7az1HCxtpump""}},{""id"":""mirror-protocol"",""symbol"":""mir"",""name"":""Mirror Protocol"",""platforms"":{""binance-smart-chain"":""0x5b6dcf557e2abe2323c48445e8cc948910d8c2c9"",""energi"":""0x7e58cef7c589e0e1771b9c049cba313fdec31976"",""ethereum"":""0x09a3ecafa817268f77be1283176b946c4ff2e608"",""terra"":""terra15gwkyepfc6xgca5t5zefzwy42uts8l2m4g40k6""}},{""id"":""mir-token"",""symbol"":""mir"",""name"":""Mir Token"",""platforms"":{""binance-smart-chain"":""0x2134f3a7b18ae4161fbab6eccca7497e17a6777b""}}]","9d3e0754053b881ae03cea07b4ba776af11c018d399d08e60af91ac6bf0fd0ac","ambiguous_current_candidates","False"
"MKR","MKR","3","34856","1","maker","Maker","[{""id"":""maker"",""symbol"":""mkr"",""name"":""Maker"",""platforms"":{""avalanche"":""0x88128fd4b259552a9a1d457f435a6527aab72d42"",""energi"":""0x050317d93f29d1ba5ff3eac3b8157fd4e345588d"",""ethereum"":""0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2"",""polygon-pos"":""0x6f7c932e7684666c9fd1d44527765433e01ff61d"",""sora"":""0x00ec184ef0b4bd955db05eea5a8489ae72888ab6e63682a15beca1cd39344c8f""}}]","5724870ed24fb74ef7aceea5bf95438681d3983c1d4a59543e3a1c49731a1bbb","single_current_candidate_review_required","False"
"XMLN","MLN","3","14570","1","melon","Enzyme","[{""id"":""melon"",""symbol"":""mln"",""name"":""Enzyme"",""platforms"":{""arbitrum-one"":""0x8f5c1a99b1df736ad685006cb6adca7b7ae4b514"",""ethereum"":""0xec67005c4e498ec7f55e092bd1d35cbc47c91892"",""polygon-pos"":""0xa9f37d84c856fda3812ad0519dad44fa0a3fe207""}}]","7c81f5b47c0dd6ce7be82dd8f58a4b6794d4f659bcc3e1b055373ee420aaf6f7","single_current_candidate_review_required","False"
"MNGO","MNGO","2","2529","1","mango-markets","Mango","[{""id"":""mango-markets"",""symbol"":""mngo"",""name"":""Mango"",""platforms"":{""neon-evm"":""0x6d12eaa69f8e4902d3f83d546b31f7318717014c"",""solana"":""MangoCzJ36AjZyKwVj3VnYU4GTonjfVEnJmvvWaxLac""}}]","98ad84859ee9f8481529c90bd80a1d68e474935479a9882db0ef69302a8cf9d1","single_current_candidate_review_required","False"
"MNT","MNT","2","4540","2","mantle|mundoteam","Mantle|Mundoteam","[{""id"":""mantle"",""symbol"":""mnt"",""name"":""Mantle"",""platforms"":{""ethereum"":""0x3c3a81e81dc49a522a592e7622a7e711c06bf354"",""mantle"":""0xdeaddeaddeaddeaddeaddeaddeaddeaddead0000""}},{""id"":""mundoteam"",""symbol"":""mnt"",""name"":""Mundoteam"",""platforms"":{}}]","23e5752023bcf32c8c17da44eaba577e5589a6dc03a748a1a26e024e34ce0d51","ambiguous_current_candidates","False"
"MOG","MOG","2","55615","4","based-mog-coin|mog|mog-cat|mog-coin","Based Mog Coin|MOG|MOG CAT|Mog Coin","[{""id"":""based-mog-coin"",""symbol"":""mog"",""name"":""Based Mog Coin"",""platforms"":{""base"":""0x0ba5ed329d073a847ec3d54ac767f7e099c29bb2""}},{""id"":""mog"",""symbol"":""mog"",""name"":""MOG"",""platforms"":{""solana"":""BR4qrJbhGMoGSaF7QtUMvSZRtWhzvMUk5dkgkRrnrn8A""}},{""id"":""mog-cat"",""symbol"":""mog"",""name"":""MOG CAT"",""platforms"":{""robinhood"":""0xf55f03ea76c4e21f263631b1860b55e255acb339""}},{""id"":""mog-coin"",""symbol"":""mog"",""name"":""Mog Coin"",""platforms"":{""avalanche"":""0xeb2729257280580694a06c499cb8c622e74215c8"",""base"":""0x2da56acb9ea78330f947bd57c54119debda7af71"",""ethereum"":""0xaaee1a9723aadb7afa2810263653a34ba2c21c7a""}}]","4a519e943ebde671d7c1ac8f28c12cfde9595c6ec0bb27ebeff7959a1b01fa68","ambiguous_current_candidates","False"
"MOODENG","MOODENG","2","48349","2","moo-deng|moo-deng-2","MOO DENG|Moo Deng","[{""id"":""moo-deng"",""symbol"":""moodeng"",""name"":""Moo Deng"",""platforms"":{""solana"":""ED5nyyWEzpPPiWimP8vYm7sD7TD3LAt3Q3gRTWHzPJBY""}},{""id"":""moo-deng-2"",""symbol"":""moodeng"",""name"":""MOO DENG"",""platforms"":{""ethereum"":""0x28561b8a2360f463011c16b6cc0b0cbef8dbbcad""}}]","c3cc49a8f9ef356f7507e43b72339b192124f2fc8dc0f8b17d2cccda5737d4f4","ambiguous_current_candidates","False"
"MOON","MOON","2","4753","15","black-unicorn-corp|honeymoon-token|just-mooncoin|lightspeed-to-the-moon|millionaire-out-of-nowhere|moon|moon-2|moon-3|moon-4|moonbase-2|moon-bay-2|mooncoin-4|moonflow|moon-inu|moon-moon","Black Unicorn Corp.|HoneyMOON|just mooncoin|Lightspeed to the Moon!|Millionaire Out Of Nowhere|Moon|Moon|MOON|Moon Bay|MOON INU|Moon Moon|MoonBase|MOONCOIN|Moonflow [OLD]|r/CryptoCurrency Moons","[{""id"":""black-unicorn-corp"",""symbol"":""moon"",""name"":""Black Unicorn Corp."",""platforms"":{""ethereum"":""0xb6c0189080a6441caf056b856dd4d795b909c460""}},{""id"":""honeymoon-token"",""symbol"":""moon"",""name"":""HoneyMOON"",""platforms"":{""binance-smart-chain"":""0xe8c93310af068aa50bd7bf0ebfa459df2a02ceba""}},{""id"":""just-mooncoin"",""symbol"":""moon"",""name"":""just mooncoin"",""platforms"":{""solana"":""EtKq5MVm8vFFVAYHX9Y7rYMQu2aWfXDxt7eEnZDjpBvm""}},{""id"":""lightspeed-to-the-moon"",""symbol"":""moon"",""name"":""Lightspeed to the Moon!"",""platforms"":{""base"":""0x3ad8539cf0e010c77d276fb197061ac613511cae""}},{""id"":""millionaire-out-of-nowhere"",""symbol"":""moon"",""name"":""Millionaire Out Of Nowhere"",""platforms"":{""solana"":""5nDSCvBxXY7hEsAbpjJr51WaLDDKgmFjNWAc6wD2pump""}},{""id"":""moon"",""symbol"":""moon"",""name"":""r/CryptoCurrency Moons"",""platforms"":{""arbitrum-nova"":""0x0057ac2d777797d31cd3f8f13bf5e927571d6ad0"",""arbitrum-one"":""0x24404dc041d74cd03cfe28855f555559390c931b"",""ethereum"":""0xb2490e357980ce57bf5745e181e537a64eb367b1""}},{""id"":""moon-2"",""symbol"":""moon"",""name"":""MOON"",""platforms"":{""solana"":""3ZvUPAegNgfWnTRfAhhkZkn4jn3XERxvSW3uQetmpump""}},{""id"":""moon-3"",""symbol"":""moon"",""name"":""Moon"",""platforms"":{""base"":""0xd2699f9fddc04d262a819808f561c153098c2408""}},{""id"":""moon-4"",""symbol"":""moon"",""name"":""Moon"",""platforms"":{""binance-smart-chain"":""0x1eb55169c045dd91ac47a0c3af2fb1df93064444""}},{""id"":""moonbase-2"",""symbol"":""moon"",""name"":""MoonBase"",""platforms"":{""base"":""0xef0b2ccb53a683fa48799245f376d6a60929f003""}},{""id"":""moon-bay-2"",""symbol"":""moon"",""name"":""Moon Bay"",""platforms"":{""sonic"":""0x486b6fa0419b33a0c7a6e4698c231d7e2f2d5299""}},{""id"":""mooncoin-4"",""symbol"":""moon"",""name"":""MOONCOIN"",""platforms"":{""solana"":""8vVHBmASTSFAYEFNQg3qxQQJQ5vBoAVRWYsdgEahpump""}},{""id"":""moonflow"",""symbol"":""moon"",""name"":""Moonflow [OLD]"",""platforms"":{""abstract"":""0xe54e4e6ddf225dbc05ef15cc9aa78f34a16d5b60"",""cronos"":""0x46e2b5423f6ff46a8a35861ec9daff26af77ab9a"",""cronos-zkevm"":""0xc80b437c4c0f9c74cfb2e2d063a58ffb4f82d4f0"",""polygon-pos"":""0x7aefff599570dec2f3dbbc2ace3cb1f8206749eb""}},{""id"":""moon-inu"",""symbol"":""moon"",""name"":""MOON INU"",""platforms"":{""base"":""0xfd008f937b4d73eeb00cf74ce90c392be5f07f96""}},{""id"":""moon-moon"",""symbol"":""moon"",""name"":""Moon Moon"",""platforms"":{""solana"":""99YFbXS6iA7s1qkRDTMBXEywtLNmrRtHtGKvNxpKWcdT""}}]","ba42db7fce29ce57a5afde359dbb1763e9da10fbcfab6ef2315599572666e1ac","ambiguous_current_candidates","False"
"MORPHO","MORPHO","2","48815","2","morpho|morpho-2","Legacy Morpho|Morpho","[{""id"":""morpho"",""symbol"":""morpho"",""name"":""Morpho"",""platforms"":{""arbitrum-one"":""0x40bd670a58238e6e230c430bbb5ce6ec0d40df48"",""base"":""0xbaa5cc21fd487b8fcc2f632f3f4e8d37262a0842"",""ethereum"":""0x58d97b57bb95320f9a05dc918aef65434969c2b2"",""katana"":""0x1e5efca3d0db2c6d5c67a4491845c43253eb9e4e""}},{""id"":""morpho-2"",""symbol"":""morpho"",""name"":""Legacy Morpho"",""platforms"":{""ethereum"":""0x9994e35db50125e0df82e4c2dde62496ce330999""}}]","d28b5b069bb0e9477473cab2c7c941436f9f7d299cd38f11bc4e8cecdd66b365","ambiguous_current_candidates","False"
"MOVE","MOVE","2","18401","2","moveapp|movement","MoveApp|Movement","[{""id"":""moveapp"",""symbol"":""move"",""name"":""MoveApp"",""platforms"":{""binance-smart-chain"":""0x95ca12cd249d27008a482009e101a8501cf3a64f""}},{""id"":""movement"",""symbol"":""move"",""name"":""Movement"",""platforms"":{""base"":""0x3073f7aaa4db83f95e9fff17424f71d4751a3073"",""ethereum"":""0x3073f7aaa4db83f95e9fff17424f71d4751a3073"",""hyperevm"":""0x3073f7aaa4db83f95e9fff17424f71d4751a3073"",""hyperliquid"":""0xedfb8d993ee8cb935338601d8673dfcf"",""movement"":""0xa""}}]","214adc017b6233f788d6ef848a2a90b981b78f373e60f3e4107283448d1620da","ambiguous_current_candidates","False"
"MOVR","MOVR","2","6075","1","moonriver","Moonriver","[{""id"":""moonriver"",""symbol"":""movr"",""name"":""Moonriver"",""platforms"":{""base"":""0x43feb74608334dda8c1a6500d185cfc3ea962b83"",""meter"":""0xb158870beb809ad955bf56065c5c10d7fd957cc0"",""moonriver"":""0x98878b06940ae243284ca214f92bb71a2b032b8a""}}]","78c0689c721956412df6de81c9017124684cff1229d177b12ff5326b186e691e","single_current_candidate_review_required","False"
"MSOL","MSOL","2","6023","1","msol","Marinade Staked SOL","[{""id"":""msol"",""symbol"":""msol"",""name"":""Marinade Staked SOL"",""platforms"":{""solana"":""mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So""}}]","fc5f3c0ebdd07eed85f4373fe17fe9294624efe1727524eea84792c84b72f5b7","single_current_candidate_review_required","False"
"MUBARAK","MUBARAK","2","5821","2","mubarak|mubarak-sol","Mubarak|Mubarak Sol","[{""id"":""mubarak"",""symbol"":""mubarak"",""name"":""Mubarak"",""platforms"":{""binance-smart-chain"":""0x5c85d6c6825ab4032337f11ee92a72df936b46f6""}},{""id"":""mubarak-sol"",""symbol"":""mubarak"",""name"":""Mubarak Sol"",""platforms"":{""solana"":""3T5gKSRQy6ZbUJwGEhDL6yg73nTaLVax6TagkcTDpump""}}]","4d4c51f547005a4d9bdce546baed79b3f8bae30991f29f663ad6463bd170bacc","ambiguous_current_candidates","False"
"MULTI","MULTI","2","11064","2","multichain|multichain-bsc","Multichain|Multichain (BSC)","[{""id"":""multichain"",""symbol"":""multi"",""name"":""Multichain"",""platforms"":{""arbitrum-one"":""0x9fb9a33956351cf4fa040f65a13b835a3c8764e3"",""avalanche"":""0x9fb9a33956351cf4fa040f65a13b835a3c8764e3"",""ethereum"":""0x65ef703f5594d2573eb71aaf55bc0cb548492df4"",""moonriver"":""0x9fb9a33956351cf4fa040f65a13b835a3c8764e3"",""polygon-pos"":""0x9fb9a33956351cf4fa040f65a13b835a3c8764e3""}},{""id"":""multichain-bsc"",""symbol"":""multi"",""name"":""Multichain (BSC)"",""platforms"":{""binance-smart-chain"":""0x9fb9a33956351cf4fa040f65a13b835a3c8764e3""}}]","2e65846fd6bb93da8de6fe72e74b6b6eda90f982b81817eb67572982e131c8e9","ambiguous_current_candidates","False"
"MV","MV","2","5142","1","gensokishis-metaverse","GensoKishi Metaverse","[{""id"":""gensokishis-metaverse"",""symbol"":""mv"",""name"":""GensoKishi Metaverse"",""platforms"":{""ethereum"":""0xae788f80f2756a86aa2f410c651f2af83639b95b"",""polygon-pos"":""0xa3c322ad15218fbfaed26ba7f616249f7705d945""}}]","a8aa2612f293df1a86fb565abda749a9c5252481f93b75fe2ca96c0f765aa74f","single_current_candidate_review_required","False"
"MXC","MXC","2","28005","1","mxc","MXC","[{""id"":""mxc"",""symbol"":""mxc"",""name"":""MXC"",""platforms"":{""arbitrum-one"":""0xaedf7656fbb47c5b97dd529ac1d0e807e051f2dd""}}]","79873d1aa1e35f509d5080011519d4c04d464c79ce2ca753aa184e01f5a68cc8","single_current_candidate_review_required","False"
"NANO","NANO","2","21706","1","nanopay","nanopay","[{""id"":""nanopay"",""symbol"":""nano"",""name"":""nanopay"",""platforms"":{""base"":""0x1a5f7931e5d450c666fd8706300b984fc4aeaba3""}}]","33fa1c63933e959a0e54bf5ede117e288e87dbb5b19be62a004958832611185a","single_current_candidate_review_required","False"
"NEAR","NEAR","2","51947","3","binance-peg-near-protocol|near|rainbow-bridged-near-ethereum","Binance-Peg NEAR Protocol|NEAR Protocol|Rainbow Bridged Near (Ethereum)","[{""id"":""binance-peg-near-protocol"",""symbol"":""near"",""name"":""Binance-Peg NEAR Protocol"",""platforms"":{""binance-smart-chain"":""0x1fa4a73a3f0133f0025378af00236f3abdee5d63""}},{""id"":""near"",""symbol"":""near"",""name"":""NEAR Protocol"",""platforms"":{}},{""id"":""rainbow-bridged-near-ethereum"",""symbol"":""near"",""name"":""Rainbow Bridged Near (Ethereum)"",""platforms"":{""ethereum"":""0x85f17cf997934a597031b2e18a9ab6ebd4b9f6a4""}}]","ff2638a02d781e70da0b4f5197ef3b18926da0458ab0e4076aa0bc84b26d9872","ambiguous_current_candidates","False"
"NEIRO","NEIRO","2","19338","5","neiro|neiro-2|neiro-3|neiro-4|neiro-on-tron","Neiro|Neiro|Neiro|Neiro|Neiro on Tron","[{""id"":""neiro"",""symbol"":""neiro"",""name"":""Neiro"",""platforms"":{""solana"":""CTJf74cTo3cw8acFP1YXF3QpsQUUBGBjh2k2e8xsZ6UL""}},{""id"":""neiro-2"",""symbol"":""neiro"",""name"":""Neiro"",""platforms"":{""solana"":""CTg3ZgYx79zrE1MteDVkmkcGniiFrK1hJ6yiabropump""}},{""id"":""neiro-3"",""symbol"":""neiro"",""name"":""Neiro"",""platforms"":{""base"":""0x5ca35ebc4f25b042d2cae75914c7e882e631fa9a"",""binance-smart-chain"":""0x94162acc63812d53ac2bcf1f4aef65863273e63b"",""ethereum"":""0x812ba41e071c7b7fa4ebcfb62df5f45f6fa853ee"",""hyperevm"":""0x226702c0ca528c29eb9252b773c4f06492510f4c""}},{""id"":""neiro-4"",""symbol"":""neiro"",""name"":""Neiro"",""platforms"":{""ethereum"":""0xa6180029845469e89c507fe3eafedfa242687822""}},{""id"":""neiro-on-tron"",""symbol"":""neiro"",""name"":""Neiro on Tron"",""platforms"":{""tron"":""TCGPc27oyS2x7S5pex7ssyZxZ2edPWonk2""}}]","d40fdb35c73cb5c5aed8d8d4f46926c4a6a88e340c37291542e59180b02a4aa3","ambiguous_current_candidates","False"
"NIL","NIL","2","5226","1","nillion","Nillion","[{""id"":""nillion"",""symbol"":""nil"",""name"":""Nillion"",""platforms"":{""ethereum"":""0x7cf9a80db3b29ee8efe3710aadb7b95270572d47""}}]","78ab979ef584306455dcafa244277c3289a63d42833f323ca0d352789f2fb5d9","single_current_candidate_review_required","False"
"NMR","NMR","2","5905","1","numeraire","Numeraire","[{""id"":""numeraire"",""symbol"":""nmr"",""name"":""Numeraire"",""platforms"":{""energi"":""0xd72922e849477a042a7e6dc84309f4bc1c1227a2"",""ethereum"":""0x1776e1f26f98b1a5df9cd347953a26dd3cb46671""}}]","5f65b0a94d4284b48d18680552ba87062fd08c6a3b40177eaeb875334f0d1620","single_current_candidate_review_required","False"
"NODL","NODL","2","2564","1","nodle-network","Nodle Network","[{""id"":""nodle-network"",""symbol"":""nodl"",""name"":""Nodle Network"",""platforms"":{""ethereum"":""0x6dd0e17ec6fe56c5f58a0fe2bb813b9b5cc25990"",""zksync"":""0xbd4372e44c5ee654dd838304006e1f0f69983154""}}]","e6f704d11d0a1ea24254bf20e68107aa8308b32ba0dd68b06356f5783269896e","single_current_candidate_review_required","False"
"NOS","NOS","2","17192","1","nosana","Nosana","[{""id"":""nosana"",""symbol"":""nos"",""name"":""Nosana"",""platforms"":{""solana"":""nosXBVoaCTtYdLvKY6Csb4AC8JCdQKKAaWYtx2ZMoo7""}}]","aee3285eaecd45f1c45cfffeac6825d3039b46cc496804931542717d15779b85","single_current_candidate_review_required","False"
"NOT","NOT","2","7442","2","notcoin|nothing-3","Notcoin|Nothing","[{""id"":""notcoin"",""symbol"":""not"",""name"":""Notcoin"",""platforms"":{""the-open-network"":""EQAvlWFDxGF2lXm67y4yzC17wYKD9A0guwPkMs1gOsM__NOT""}},{""id"":""nothing-3"",""symbol"":""not"",""name"":""Nothing"",""platforms"":{""stacks"":""SP32AEEF6WW5Y0NMJ1S8SBSZDAY8R5J32NBZFPKKZ.nope""}}]","c6591f149b434d54283a32956b8922a826677bf5cbf177d214e52e952e01926b","ambiguous_current_candidates","False"
