"base_asset_id","base_exchange_symbol","candidate_ids","mapping_status","approved_coingecko_id","decision_basis","evidence_note"
"MSOL","MSOL","msol","APPROVED","msol","KRAKEN_ASSET_PAGE_NAME_TICKER","Kraken identifies Marinade staked SOL (MSOL); AF-002 candidate matches. Source: https://www.kraken.com/prices/marinade-staked-sol"
"MUBARAK","MUBARAK","mubarak|mubarak-sol","APPROVED","mubarak","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: mubarak:1|mubarak-sol:0"
"MULTI","MULTI","multichain|multichain-bsc","APPROVED","multichain","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: multichain:2|multichain-bsc:0"
"MV","MV","gensokishis-metaverse","APPROVED","gensokishis-metaverse","KRAKEN_ASSET_PAGE_NAME_TICKER","Kraken identifies GensoKishi Metaverse (MV); AF-002 candidate matches. Source: https://www.kraken.com/prices/gensokishi-metaverse"
"MXC","MXC","mxc","APPROVED","mxc","KRAKEN_HISTORICAL_LISTING_NAME_TICKER","Kraken explicitly listed MXC (MXC); AF-002 candidate matches. Source: https://blog.kraken.com/product/trading-for-egld-farm-forth-and-more-starts-june-16-deposit-now"
"NANO","NANO","nanopay","APPROVED","nano","KRAKEN_PROJECT_PLUS_COINGECKO_REFERENCE","Kraken identifies Nano under NANO; CoinGecko reference evidence uniquely matches current Nano record nano / XNO and exposes AF-002 nanopay as a ticker collision. Source: https://www.kraken.com/prices/nano Secondary source: candidate-analysis/CFA-Stage2-Expanded-CoinGecko-Candidates.csv"
"NEAR","NEAR","binance-peg-near-protocol|near|rainbow-bridged-near-ethereum","APPROVED","near","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: binance-peg-near-protocol:0|near:2|rainbow-bridged-near-ethereum:0"
"NEIRO","NEIRO","neiro|neiro-2|neiro-3|neiro-4|neiro-on-tron","APPROVED","neiro-3","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: neiro:0|neiro-2:0|neiro-3:1|neiro-4:0|neiro-on-tron:0"
"NIL","NIL","nillion","APPROVED","nillion","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: nillion:2"
"NMR","NMR","numeraire","APPROVED","numeraire","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: numeraire:2"
"NODL","NODL","nodle-network","APPROVED","nodle-network","KRAKEN_ASSET_PAGE_NAME_TICKER","Kraken identifies Nodle Network (NODL); AF-002 candidate matches. Source: https://www.kraken.com/prices/nodle-network"
"NOS","NOS","nosana","APPROVED","nosana","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: nosana:1"
"NOT","NOT","notcoin|nothing-3","APPROVED","notcoin","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: notcoin:2|nothing-3:0"
"NPC","NPC","non-playable-character|non-playable-coin|npc|npc-2","APPROVED","non-playable-coin","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: non-playable-character:0|non-playable-coin:2|npc:0|npc-2:0"
"NTRN","NTRN","neutron-3","APPROVED","neutron-3","KRAKEN_ASSET_PAGE_NAME_TICKER","Kraken identifies Neutron (NTRN); AF-002 candidate matches. Source: https://www.kraken.com/prices/neutron"
"NYM","NYM","nym","APPROVED","nym","KRAKEN_ASSET_PAGE_NAME_TICKER","Kraken identifies Nym (NYM); AF-002 candidate matches. Source: https://www.kraken.com/prices/nym"
"OCEAN","OCEAN","ocean-2|ocean-protocol","APPROVED","ocean-protocol","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: ocean-2:0|ocean-protocol:2"
"ODOS","ODOS","odos","APPROVED","odos","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: odos:1"
"OGN","OGN","origin-protocol","APPROVED","origin-protocol","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: origin-protocol:2"
"OM","OM","","APPROVED","mantra","KRAKEN_HISTORICAL_LISTING_PLUS_COINGECKO_REFERENCE","Kraken explicitly listed Mantra (OM) before Q2; CoinGecko current reference uniquely matches MANTRA to stable id mantra. Source: https://blog.kraken.com/product/asset-listings/om-is-available-for-trading Secondary source: candidate-analysis/CFA-Stage2-Expanded-CoinGecko-Candidates.csv"
"OMG","OMG","oh-my-god|omisego","APPROVED","omisego","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: oh-my-god:0|omisego:1"
"OMNI","OMNI","omni-2|omnicat|omni-exchange-token|omni-launch|omni-network|omnis-genesis-by-virtuals","APPROVED","omni-network","KRAKEN_HISTORICAL_LISTING_NAME_TICKER","Kraken explicitly identifies Omni Network (OMNI); selects AF-002 stable candidate id omni-network whose current candidate name is Omni Network [Old]. Source: https://blog.kraken.com/product/asset-listings/omni-is-available-for-trading"
"ONDO","ONDO","ondo-finance","APPROVED","ondo-finance","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: ondo-finance:2"
"OP","OP","one-path|optimism","APPROVED","optimism","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: one-path:0|optimism:1"
"ORCA","ORCA","orca","APPROVED","orca","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: orca:2"
"ORDER","ORDER","order-3|orderly-network","APPROVED","orderly-network","KRAKEN_ASSET_PAGE_NAME_TICKER","Kraken identifies Orderly Network (ORDER); selects AF-002 orderly-network / Orderly. Source: https://www.kraken.com/prices/orderly-network"
"OSMO","OSMO","osmosis","APPROVED","osmosis","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: osmosis:2"
"OXT","OXT","orchid-protocol","APPROVED","orchid-protocol","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: orchid-protocol:2"
"OXY","OXY","oxygen","APPROVED","oxygen","KRAKEN_ASSET_PAGE_NAME_TICKER","Kraken identifies Oxygen (OXY); AF-002 candidate specifies the Solana asset with same ticker/project. Source: https://www.kraken.com/prices/oxygen"
"PAXG","PAXG","pax-gold","APPROVED","pax-gold","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: pax-gold:2"
"PDA","PDA","playdapp","APPROVED","playdapp","KRAKEN_ASSET_PAGE_NAME_TICKER","Kraken identifies PlayDapp (PDA); AF-002 candidate matches. Source: https://www.kraken.com/prices/playdapp"
"PENDLE","PENDLE","pendle","APPROVED","pendle","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: pendle:2"
"PENGU","PENGU","pudgy-penguins","APPROVED","pudgy-penguins","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: pudgy-penguins:4"
"PEPE","PEPE","baby-pepe-5|based-pepe|el-sapo-pepe|next-gen-pepe|pepe|pepe-0x69-on-base|pepe-2|pepebrc|pepecoin-on-sol|pepecoin-on-solana|pepe-cto|pepe-gold|pepe-in-hood|pepe-king-prawn|pepe-on-solana|pepesol|pepe-sol|pepe-solana|pepe-token|pepewifhood|the-chosen-frog","APPROVED","pepe","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: baby-pepe-5:0|based-pepe:0|el-sapo-pepe:0|next-gen-pepe:0|pepe:4|pepe-0x69-on-base:0|pepe-2:0|pepebrc:0|pepecoin-on-sol:0|pepecoin-on-solana:0|pepe-cto:0|pepe-gold:0|pepe-in-hood:0|pepe-king-prawn:0|pepe-on-solana:0|pepesol:0|pepe-sol:0|pepe-solana:0|pepe-token:0|pepewifhood:0|the-chosen-frog:0"
"PERP","PERP","perpetual-protocol|perpolator","APPROVED","perpetual-protocol","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: perpetual-protocol:2|perpolator:0"
"PHA","PHA","pha","APPROVED","pha","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: pha:1"
"PLUME","PLUME","plume","APPROVED","plume","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: plume:2"
"PNUT","PNUT","peanut-3|peanut-the-squirrel|pnut|pnut-the-squirrel","APPROVED","peanut-the-squirrel","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: peanut-3:0|peanut-the-squirrel:2|pnut:0|pnut-the-squirrel:0"
"POL","POL","anubis-bridged-pol-anubis|katana-bridged-pol-katana|polygon-ecosystem-token|proof-of-liquidity","APPROVED","polygon-ecosystem-token","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: anubis-bridged-pol-anubis:0|katana-bridged-pol-katana:0|polygon-ecosystem-token:2|proof-of-liquidity:0"
"POLIS","POLIS","polis|star-atlas-dao","APPROVED","star-atlas-dao","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: polis:0|star-atlas-dao:1"
"POLS","POLS","polkastarter","APPROVED","polkastarter","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: polkastarter:2"
"POND","POND","marlin","APPROVED","marlin","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: marlin:2"
"PONKE","PONKE","ponke","APPROVED","ponke","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: ponke:2"
"POPCAT","POPCAT","popcat","APPROVED","popcat","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: popcat:3"
"PORTAL","PORTAL","portal-2","APPROVED","portal-2","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: portal-2:1"
"POWR","POWR","power-ledger","APPROVED","power-ledger","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: power-ledger:2"
"PRCL","PRCL","parcl","APPROVED","parcl","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: parcl:2"
"PRIME","PRIME","echelon-prime|hastra-prime|prime-2","APPROVED","echelon-prime","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: echelon-prime:2|hastra-prime:0|prime-2:0"
"PROMPT","PROMPT","promptbidder|wayfinder","APPROVED","wayfinder","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: promptbidder:0|wayfinder:2"
"PSTAKE","PSTAKE","pstake-finance","APPROVED","pstake-finance","KRAKEN_ASSET_PAGE_NAME_TICKER","Kraken identifies pSTAKE Finance (PSTAKE); AF-002 candidate matches. Source: https://www.kraken.com/prices/pstake-finance"
"PUFFER","PUFFER","puffer-finance","APPROVED","puffer-finance","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: puffer-finance:2"
"PYTH","PYTH","pyth-network","APPROVED","pyth-network","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: pyth-network:2"
"PYUSD","PYUSD","paypal-usd","APPROVED","paypal-usd","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: paypal-usd:1"
"QNT","QNT","quantinuum-inc-robinhood-token|quant-network","APPROVED","quant-network","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: quantinuum-inc-robinhood-token:0|quant-network:2"
"QTUM","QTUM","qtum","APPROVED","qtum","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: qtum:2"
"RAD","RAD","radicle","APPROVED","radicle","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: radicle:1"
"RARE","RARE","superrare|superrarebears-rare","APPROVED","superrare","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: superrare:2|superrarebears-rare:0"
"RARI","RARI","rarible","APPROVED","rarible","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: rarible:2"
"RAY","RAY","raydium","APPROVED","raydium","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: raydium:2"
"RBC","RBC","rubic","APPROVED","rubic","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: rubic:1"
"RED","RED","redstone-oracles|red-token","APPROVED","redstone-oracles","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: redstone-oracles:2|red-token:0"
"REN","REN","republic-protocol","APPROVED","republic-protocol","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: republic-protocol:2"
"RENDER","RENDER","render-token","APPROVED","render-token","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: render-token:2"
"REPV2","REPV2","","UNVERIFIED","","UNVERIFIED_NO_CURRENT_KRAKEN_PAIR_BRIDGE","No unique independently verified CoinGecko-to-Kraken identity bridge; no inference applied."
"REQ","REQ","request-network","APPROVED","request-network","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: request-network:2"
"REZ","REZ","renzo","APPROVED","renzo","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: renzo:2"
"RIZE","RIZE","rize","APPROVED","rize","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: rize:2"
"RLC","RLC","iexec-rlc","APPROVED","iexec-rlc","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: iexec-rlc:1"
"RLUSD","RLUSD","ripple-usd","APPROVED","ripple-usd","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: ripple-usd:3"
"ROOK","ROOK","rook","APPROVED","rook","KRAKEN_ASSET_PAGE_PROJECT_TICKER","Kraken's KeeperDAO page describes Rook and the ROOK governance token; AF-002 candidate is Rook (ROOK). Source: https://www.kraken.com/buy/rook"
"RPL","RPL","rocket-pool","APPROVED","rocket-pool","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: rocket-pool:2"
"RSR","RSR","reserve-rights-token","APPROVED","reserve-rights-token","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: reserve-rights-token:2"
"RUJI","RUJI","rujira","APPROVED","rujira","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: rujira:1"
"RUNE","RUNE","rune-2|thorchain","APPROVED","thorchain","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: rune-2:0|thorchain:2"
"S","S","agent-s|sonic-3","APPROVED","sonic-3","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: agent-s:0|sonic-3:4"
"SAFE","SAFE","safe|safe-2|safe-anwang|safecoin|safe-coin-2","APPROVED","safe","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: safe:2|safe-2:0|safe-anwang:0|safecoin:0|safe-coin-2:0"
"SAGA","SAGA","saga-2","APPROVED","saga-2","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: saga-2:1"
"SAHARA","SAHARA","sahara-ai","APPROVED","sahara-ai","KRAKEN_ASSET_PAGE_NAME_TICKER","Kraken identifies Sahara AI (SAHARA); AF-002 candidate matches. Source: https://www.kraken.com/prices/sahara-ai"
"SAMO","SAMO","samoyedcoin","APPROVED","samoyedcoin","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: samoyedcoin:2"
"SAND","SAND","the-sandbox|the-sandbox-wormhole","APPROVED","the-sandbox","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: the-sandbox:3|the-sandbox-wormhole:0"
"SBR","SBR","saber|sbrsol|strategic-bitcoin-reserve","APPROVED","saber","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: saber:2|sbrsol:0|strategic-bitcoin-reserve:0"
"SC","SC","shark-cat|siacoin|star-cat","APPROVED","siacoin","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: shark-cat:0|siacoin:2|star-cat:0"
"SCRT","SCRT","secret","APPROVED","secret","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: secret:2"
"SDN","SDN","","UNVERIFIED","","UNVERIFIED_NO_CURRENT_KRAKEN_PAIR_BRIDGE","No unique independently verified CoinGecko-to-Kraken identity bridge; no inference applied."
"SEI","SEI","layerzero-bridged-sei|sei-network","APPROVED","sei-network","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: layerzero-bridged-sei:0|sei-network:1"
"SGB","SGB","songbird","APPROVED","songbird","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: songbird:2"
"SHIB","SHIB","binance-peg-shib|niccagewaluigielmo42069inu|shiba-inu|shiba-inu-wormhole|shiba-on-base|shib-on-solana|shibwifhatcoin|strategic-hub-for-innovation-in-blockchain","APPROVED","shiba-inu","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: binance-peg-shib:0|niccagewaluigielmo42069inu:0|shiba-inu:4|shiba-inu-wormhole:0|shiba-on-base:0|shib-on-solana:0|shibwifhatcoin:0|strategic-hub-for-innovation-in-blockchain:0"
"SIGMA","SIGMA","csigma-finance|sigma|sigma-2|sigma-3|sigmadotmoney","APPROVED","sigma","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: csigma-finance:0|sigma:1|sigma-2:0|sigma-3:0|sigmadotmoney:0"
"SKY","SKY","darkcrypto-share|sky|skycastle|skycoin|skydrome|skynet-3","APPROVED","sky","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: darkcrypto-share:0|sky:1|skycastle:0|skycoin:0|skydrome:0|skynet-3:0"
"SNEK","SNEK","based-snek|snek","APPROVED","snek","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: based-snek:0|snek:1"
"SNX","SNX","havven","APPROVED","havven","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: havven:2"
"SOL","SOL","allbridge-bridged-sol-near-protocol|base-bridged-sol-base|binance-peg-sol|hyperlane-bridged-sol-eclipse|near-intents-bridged-sol|neonpass-bridged-sol-neon-evm|osmosis-allsol|solana|sol-the-trophy-tomato|wormhole-bridged-sol|wormhole-bridged-wrapped-sol-sui","APPROVED","solana","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: allbridge-bridged-sol-near-protocol:0|base-bridged-sol-base:0|binance-peg-sol:0|hyperlane-bridged-sol-eclipse:0|near-intents-bridged-sol:0|neonpass-bridged-sol-neon-evm:0|osmosis-allsol:0|solana:2|sol-the-trophy-tomato:0|wormhole-bridged-sol:0|wormhole-bridged-wrapped-sol-sui:0"
"SONIC","SONIC","sonic-snipe-bot|sonic-solana|sonic-svm","APPROVED","sonic-svm","KRAKEN_ASSET_PAGE_NAME_TICKER","Kraken identifies Sonic SVM (SONIC); selects AF-002 sonic-svm. Source: https://www.kraken.com/prices/sonic-svm"
"SPELL","SPELL","spell-token|the-spellcaster","APPROVED","spell-token","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: spell-token:2|the-spellcaster:0"
"SPICE","SPICE","spice-2","APPROVED","spice-2","KRAKEN_MICA_HISTORY_NAME_TICKER","Kraken historical registry preserves Spice (SPICE); AF-002 candidate matches. Source: https://www.kraken.com/legal/mica-whitepapers/history"
"SPK","SPK","spark-2","APPROVED","spark-2","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: spark-2:1"
"SPX","SPX","spx6900","APPROVED","spx6900","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: spx6900:2"
"SRM","SRM","serum","APPROVED","serum","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: serum:2"
"SSV","SSV","ssv-network","APPROVED","ssv-network","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: ssv-network:2"
"STEP","STEP","step|step-finance","APPROVED","step-finance","KRAKEN_ASSET_PAGE_NAME_TICKER","Kraken identifies Step Finance (STEP); selects AF-002 step-finance. Source: https://www.kraken.com/prices/step-finance"
"STG","STG","stargate-finance","APPROVED","stargate-finance","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: stargate-finance:2"
"STORJ","STORJ","storj","APPROVED","storj","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: storj:2"
"STRD","STRD","strategy-stride-preferred-dinari-tokenized-stock|stride","APPROVED","stride","KRAKEN_ASSET_PAGE_NAME_TICKER","Kraken identifies Stride (STRD); selects AF-002 stride over tokenized-stock collision. Source: https://www.kraken.com/prices/stride"
"STRK","STRK","starknet|strategy-strike-preferred-dinari-tokenized-stock","APPROVED","starknet","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: starknet:2|strategy-strike-preferred-dinari-tokenized-stock:0"
"STX","STX","blockstack","APPROVED","blockstack","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: blockstack:2"
"SUI","SUI","sui","APPROVED","sui","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: sui:3"
"SUN","SUN","sun-token","APPROVED","sun-token","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: sun-token:1"
"SUNDOG","SUNDOG","sundog","APPROVED","sundog","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: sundog:2"
"SUPER","SUPER","superclaw|super-connector|superfarm","APPROVED","superfarm","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: superclaw:0|super-connector:0|superfarm:2"
"SUSHI","SUSHI","sushi","APPROVED","sushi","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: sushi:2"
"SWARMS","SWARMS","swarms","APPROVED","swarms","KRAKEN_ASSET_PAGE_NAME_TICKER","Kraken identifies Swarms (SWARMS); AF-002 candidate matches. Source: https://www.kraken.com/prices/swarms"
"SWELL","SWELL","layerzero-bridged-swell|swell-network","APPROVED","swell-network","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: layerzero-bridged-swell:0|swell-network:2"
"SXT","SXT","space-and-time","APPROVED","space-and-time","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: space-and-time:2"
"SYN","SYN","synapse-2|synthra","APPROVED","synapse-2","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: synapse-2:1|synthra:0"
"SYRUP","SYRUP","syrup","APPROVED","syrup","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: syrup:1"
"T","T","talos-2|threshold-network-token","APPROVED","threshold-network-token","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: talos-2:0|threshold-network-token:2"
"TAO","TAO","bittensor|the-anthropic-order","APPROVED","bittensor","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: bittensor:2|the-anthropic-order:0"
"TBTC","TBTC","tbtc","APPROVED","tbtc","KRAKEN_ASSET_PAGE_NAME_TICKER","Kraken identifies tBTC (TBTC); AF-002 candidate matches. Source: https://www.kraken.com/prices/tbtc"
"TEER","TEER","integritee","APPROVED","integritee","KRAKEN_ASSET_PAGE_NAME_TICKER","Kraken identifies Integritee (TEER); AF-002 candidate matches. Source: https://www.kraken.com/prices/integritee"
"TERM","TERM","","UNVERIFIED","","UNVERIFIED_NO_CURRENT_KRAKEN_PAIR_BRIDGE","No unique independently verified CoinGecko-to-Kraken identity bridge; no inference applied."
"TIA","TIA","celestia|tia","APPROVED","celestia","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: celestia:2|tia:0"
"TITCOIN","TITCOIN","titcoin-2","APPROVED","titcoin-2","KRAKEN_MICA_HISTORY_NAME_TICKER","Kraken historical registry preserves Titcoin (TITCOIN); AF-002 candidate matches. Source: https://www.kraken.com/legal/mica-whitepapers/history"
"TLM","TLM","alien-worlds","APPROVED","alien-worlds","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: alien-worlds:2"
"TNSR","TNSR","tensor","APPROVED","tensor","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: tensor:2"
"TOKE","TOKE","tokemak|tokeo","APPROVED","tokemak","KRAKEN_ASSET_PAGE_LEGACY_PROJECT_TICKER","Kraken identifies Tokemak (TOKE); AF-002 candidate id tokemak is the legacy CoinGecko record now labelled Auto Finance [OLD] with ticker TOKE. Source: https://www.kraken.com/prices/tokemak"
"TOKEN","TOKEN","token|tokenfi|tokenization","APPROVED","tokenfi","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: token:0|tokenfi:1|tokenization:0"
"TON","TON","atnt-ondo-tokenized-stock|tac-bridged-ton-tac|tokamak-network|tontoken","UNVERIFIED","","UNVERIFIED_NO_CURRENT_KRAKEN_PAIR_BRIDGE","No unique independently verified CoinGecko-to-Kraken identity bridge; no inference applied."
"TOSHI","TOSHI","first-dog-to-buy-crypto|toshi|toshi-3","APPROVED","toshi","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: first-dog-to-buy-crypto:0|toshi:2|toshi-3:0"
