"base_asset_id","base_exchange_symbol","quote_exchange_symbols","candidate_count","candidate_ids","active_candidate_ids","kraken_pair_bridge_candidate_ids","kraken_pair_bridge_counts","cfa_independent_review_decision","approved_candidate_id"
"POPCAT","POPCAT","EUR|GBP|USD","1","popcat","","popcat","popcat:3","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","popcat"
"PORTAL","PORTAL","EUR|USD","1","portal-2","","portal-2","portal-2:1","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","portal-2"
"POWR","POWR","EUR|USD","1","power-ledger","","power-ledger","power-ledger:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","power-ledger"
"PRCL","PRCL","EUR|USD","1","parcl","","parcl","parcl:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","parcl"
"PRIME","PRIME","EUR|USD","3","echelon-prime|hastra-prime|prime-2","","echelon-prime","echelon-prime:2|hastra-prime:0|prime-2:0","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","echelon-prime"
"PROMPT","PROMPT","EUR|USD","2","promptbidder|wayfinder","","wayfinder","promptbidder:0|wayfinder:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","wayfinder"
"PSTAKE","PSTAKE","EUR|USD","1","pstake-finance","","","pstake-finance:0","UNVERIFIED_NO_CURRENT_KRAKEN_PAIR_BRIDGE",""
"PUFFER","PUFFER","EUR|USD","1","puffer-finance","","puffer-finance","puffer-finance:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","puffer-finance"
"PYTH","PYTH","EUR|USD","1","pyth-network","","pyth-network","pyth-network:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","pyth-network"
"PYUSD","PYUSD","EUR|USD","1","paypal-usd","","paypal-usd","paypal-usd:1","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","paypal-usd"
"QNT","QNT","EUR|USD","2","quantinuum-inc-robinhood-token|quant-network","","quant-network","quantinuum-inc-robinhood-token:0|quant-network:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","quant-network"
"QTUM","QTUM","EUR|USD","1","qtum","","qtum","qtum:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","qtum"
"RAD","RAD","EUR|USD","1","radicle","","radicle","radicle:1","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","radicle"
"RARE","RARE","EUR|USD","2","superrare|superrarebears-rare","","superrare","superrare:2|superrarebears-rare:0","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","superrare"
"RARI","RARI","EUR|USD","1","rarible","","rarible","rarible:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","rarible"
"RAY","RAY","EUR|USD","1","raydium","","raydium","raydium:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","raydium"
"RBC","RBC","EUR|USD","1","rubic","","rubic","rubic:1","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","rubic"
"RED","RED","EUR|USD","2","redstone-oracles|red-token","","redstone-oracles","redstone-oracles:2|red-token:0","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","redstone-oracles"
"REN","REN","EUR|USD","1","republic-protocol","","republic-protocol","republic-protocol:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","republic-protocol"
"RENDER","RENDER","EUR|USD","1","render-token","","render-token","render-token:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","render-token"
"REPV2","REPV2","EUR|USD","0","","","","","UNVERIFIED_NO_CURRENT_KRAKEN_PAIR_BRIDGE",""
"REQ","REQ","EUR|USD","1","request-network","","request-network","request-network:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","request-network"
"REZ","REZ","EUR|USD","1","renzo","","renzo","renzo:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","renzo"
"RIZE","RIZE","EUR|USD","1","rize","","rize","rize:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","rize"
"RLC","RLC","EUR|USD","1","iexec-rlc","","iexec-rlc","iexec-rlc:1","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","iexec-rlc"
"RLUSD","RLUSD","USD|USDC|USDT","1","ripple-usd","","ripple-usd","ripple-usd:3","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","ripple-usd"
"ROOK","ROOK","EUR|USD","1","rook","","","rook:0","UNVERIFIED_NO_CURRENT_KRAKEN_PAIR_BRIDGE",""
"RPL","RPL","EUR|USD","1","rocket-pool","","rocket-pool","rocket-pool:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","rocket-pool"
"RSR","RSR","EUR|USD","1","reserve-rights-token","","reserve-rights-token","reserve-rights-token:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","reserve-rights-token"
"RUJI","RUJI","EUR|USD","1","rujira","","rujira","rujira:1","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","rujira"
"RUNE","RUNE","EUR|USD","2","rune-2|thorchain","","thorchain","rune-2:0|thorchain:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","thorchain"
"S","S","EUR|USD|USDC|USDT","2","agent-s|sonic-3","","sonic-3","agent-s:0|sonic-3:4","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","sonic-3"
"SAFE","SAFE","EUR|USD","5","safe|safe-2|safe-anwang|safecoin|safe-coin-2","","safe","safe:2|safe-2:0|safe-anwang:0|safecoin:0|safe-coin-2:0","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","safe"
"SAGA","SAGA","EUR|USD","1","saga-2","","saga-2","saga-2:1","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","saga-2"
"SAHARA","SAHARA","EUR|USD","1","sahara-ai","","","sahara-ai:0","UNVERIFIED_NO_CURRENT_KRAKEN_PAIR_BRIDGE",""
"SAMO","SAMO","EUR|USD","1","samoyedcoin","","samoyedcoin","samoyedcoin:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","samoyedcoin"
"SAND","SAND","EUR|GBP|USD|XBT","2","the-sandbox|the-sandbox-wormhole","","the-sandbox","the-sandbox:3|the-sandbox-wormhole:0","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","the-sandbox"
"SBR","SBR","EUR|USD","3","saber|sbrsol|strategic-bitcoin-reserve","","saber","saber:2|sbrsol:0|strategic-bitcoin-reserve:0","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","saber"
"SC","SC","EUR|USD|XBT","3","shark-cat|siacoin|star-cat","","siacoin","shark-cat:0|siacoin:2|star-cat:0","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","siacoin"
"SCRT","SCRT","EUR|USD","1","secret","","secret","secret:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","secret"
"SDN","SDN","EUR|USD","0","","","","","UNVERIFIED_NO_CURRENT_KRAKEN_PAIR_BRIDGE",""
"SEI","SEI","EUR|USD","2","layerzero-bridged-sei|sei-network","","sei-network","layerzero-bridged-sei:0|sei-network:1","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","sei-network"
"SGB","SGB","EUR|USD","1","songbird","","songbird","songbird:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","songbird"
"SHIB","SHIB","EUR|USD|USDC|USDT","8","binance-peg-shib|niccagewaluigielmo42069inu|shiba-inu|shiba-inu-wormhole|shiba-on-base|shib-on-solana|shibwifhatcoin|strategic-hub-for-innovation-in-blockchain","","shiba-inu","binance-peg-shib:0|niccagewaluigielmo42069inu:0|shiba-inu:4|shiba-inu-wormhole:0|shiba-on-base:0|shib-on-solana:0|shibwifhatcoin:0|strategic-hub-for-innovation-in-blockchain:0","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","shiba-inu"
"SIGMA","SIGMA","EUR|USD","5","csigma-finance|sigma|sigma-2|sigma-3|sigmadotmoney","","sigma","csigma-finance:0|sigma:1|sigma-2:0|sigma-3:0|sigmadotmoney:0","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","sigma"
"SKY","SKY","EUR|USD","6","darkcrypto-share|sky|skycastle|skycoin|skydrome|skynet-3","","sky","darkcrypto-share:0|sky:1|skycastle:0|skycoin:0|skydrome:0|skynet-3:0","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","sky"
"SNEK","SNEK","EUR|USD","2","based-snek|snek","","snek","based-snek:0|snek:1","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","snek"
"SNX","SNX","EUR|USD|XBT","1","havven","","havven","havven:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","havven"
"SOL","SOL","AUD|CAD|ETH|EUR|GBP|USD|USDC|USDT|XBT","11","allbridge-bridged-sol-near-protocol|base-bridged-sol-base|binance-peg-sol|hyperlane-bridged-sol-eclipse|near-intents-bridged-sol|neonpass-bridged-sol-neon-evm|osmosis-allsol|solana|sol-the-trophy-tomato|wormhole-bridged-sol|wormhole-bridged-wrapped-sol-sui","","solana","allbridge-bridged-sol-near-protocol:0|base-bridged-sol-base:0|binance-peg-sol:0|hyperlane-bridged-sol-eclipse:0|near-intents-bridged-sol:0|neonpass-bridged-sol-neon-evm:0|osmosis-allsol:0|solana:2|sol-the-trophy-tomato:0|wormhole-bridged-sol:0|wormhole-bridged-wrapped-sol-sui:0","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","solana"
"SONIC","SONIC","EUR|USD","3","sonic-snipe-bot|sonic-solana|sonic-svm","","","sonic-snipe-bot:0|sonic-solana:0|sonic-svm:0","UNVERIFIED_NO_CURRENT_KRAKEN_PAIR_BRIDGE",""
"SPELL","SPELL","EUR|USD","2","spell-token|the-spellcaster","","spell-token","spell-token:2|the-spellcaster:0","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","spell-token"
"SPICE","SPICE","EUR|USD","1","spice-2","","","spice-2:0","UNVERIFIED_NO_CURRENT_KRAKEN_PAIR_BRIDGE",""
"SPK","SPK","EUR|USD","1","spark-2","","spark-2","spark-2:1","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","spark-2"
"SPX","SPX","EUR|USD","1","spx6900","","spx6900","spx6900:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","spx6900"
"SRM","SRM","EUR|USD","1","serum","","serum","serum:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","serum"
"SSV","SSV","EUR|USD","1","ssv-network","","ssv-network","ssv-network:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","ssv-network"
"STEP","STEP","EUR|USD","2","step|step-finance","","","step:0|step-finance:0","UNVERIFIED_NO_CURRENT_KRAKEN_PAIR_BRIDGE",""
"STG","STG","EUR|USD","1","stargate-finance","","stargate-finance","stargate-finance:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","stargate-finance"
"STORJ","STORJ","EUR|USD","1","storj","","storj","storj:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","storj"
"STRD","STRD","EUR|USD","2","strategy-stride-preferred-dinari-tokenized-stock|stride","","","strategy-stride-preferred-dinari-tokenized-stock:0|stride:0","UNVERIFIED_NO_CURRENT_KRAKEN_PAIR_BRIDGE",""
"STRK","STRK","EUR|USD","2","starknet|strategy-strike-preferred-dinari-tokenized-stock","","starknet","starknet:2|strategy-strike-preferred-dinari-tokenized-stock:0","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","starknet"
"STX","STX","EUR|USD","1","blockstack","","blockstack","blockstack:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","blockstack"
"SUI","SUI","EUR|GBP|USD","1","sui","","sui","sui:3","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","sui"
"SUN","SUN","EUR|USD","1","sun-token","","sun-token","sun-token:1","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","sun-token"
"SUNDOG","SUNDOG","EUR|USD","1","sundog","","sundog","sundog:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","sundog"
"SUPER","SUPER","EUR|USD","3","superclaw|super-connector|superfarm","","superfarm","superclaw:0|super-connector:0|superfarm:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","superfarm"
"SUSHI","SUSHI","EUR|USD","1","sushi","","sushi","sushi:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","sushi"
"SWARMS","SWARMS","EUR|USD","1","swarms","","","swarms:0","UNVERIFIED_NO_CURRENT_KRAKEN_PAIR_BRIDGE",""
"SWELL","SWELL","EUR|USD","2","layerzero-bridged-swell|swell-network","","swell-network","layerzero-bridged-swell:0|swell-network:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","swell-network"
"SXT","SXT","EUR|USD","1","space-and-time","","space-and-time","space-and-time:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","space-and-time"
"SYN","SYN","EUR|USD","2","synapse-2|synthra","","synapse-2","synapse-2:1|synthra:0","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","synapse-2"
"SYRUP","SYRUP","EUR|USD","1","syrup","","syrup","syrup:1","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","syrup"
"T","T","EUR|USD","2","talos-2|threshold-network-token","","threshold-network-token","talos-2:0|threshold-network-token:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","threshold-network-token"
"TAO","TAO","EUR|USD","2","bittensor|the-anthropic-order","","bittensor","bittensor:2|the-anthropic-order:0","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","bittensor"
"TBTC","TBTC","EUR|USD|XBT","1","tbtc","","","tbtc:0","UNVERIFIED_NO_CURRENT_KRAKEN_PAIR_BRIDGE",""
"TEER","TEER","EUR|USD","1","integritee","","","integritee:0","UNVERIFIED_NO_CURRENT_KRAKEN_PAIR_BRIDGE",""
"TERM","TERM","EUR|USD","0","","","","","UNVERIFIED_NO_CURRENT_KRAKEN_PAIR_BRIDGE",""
"TIA","TIA","EUR|USD","2","celestia|tia","","celestia","celestia:2|tia:0","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","celestia"
"TITCOIN","TITCOIN","EUR|USD","1","titcoin-2","","","titcoin-2:0","UNVERIFIED_NO_CURRENT_KRAKEN_PAIR_BRIDGE",""
"TLM","TLM","EUR|USD","1","alien-worlds","","alien-worlds","alien-worlds:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","alien-worlds"
"TNSR","TNSR","EUR|USD","1","tensor","","tensor","tensor:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","tensor"
"TOKE","TOKE","EUR|USD","2","tokemak|tokeo","","","tokemak:0|tokeo:0","UNVERIFIED_NO_CURRENT_KRAKEN_PAIR_BRIDGE",""
"TOKEN","TOKEN","EUR|USD","3","token|tokenfi|tokenization","","tokenfi","token:0|tokenfi:1|tokenization:0","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","tokenfi"
"TON","TON","EUR|USD|USDC|USDT","4","atnt-ondo-tokenized-stock|tac-bridged-ton-tac|tokamak-network|tontoken","","","atnt-ondo-tokenized-stock:0|tac-bridged-ton-tac:0|tokamak-network:0|tontoken:0","UNVERIFIED_NO_CURRENT_KRAKEN_PAIR_BRIDGE",""
"TOSHI","TOSHI","EUR|USD","3","first-dog-to-buy-crypto|toshi|toshi-3","","toshi","first-dog-to-buy-crypto:0|toshi:2|toshi-3:0","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","toshi"
"TRAC","TRAC","EUR|USD","2","origintrail|trac","","origintrail","origintrail:2|trac:0","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","origintrail"
"TREMP","TREMP","EUR|USD","1","donald-tremp","","","donald-tremp:0","UNVERIFIED_NO_CURRENT_KRAKEN_PAIR_BRIDGE",""
"TRU","TRU","EUR|USD","2","truebit-protocol|truefi","","truefi","truebit-protocol:0|truefi:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","truefi"
"TRUMP","TRUMP","EUR|USD|USDC|USDT","4","bridged-maga-wormhole|maga|meme-trumpcoin|official-trump","","official-trump","bridged-maga-wormhole:0|maga:0|meme-trumpcoin:0|official-trump:4","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","official-trump"
"TRX","TRX","ETH|EUR|USD|XBT","3","solana-bridged-trx-solana|tron|tron-bsc","","tron","solana-bridged-trx-solana:0|tron:3|tron-bsc:0","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","tron"
"TURBO","TURBO","EUR|USD","6","based-turbo|turbo|turbodex|turboloop-token|turbo-on-robinhood|turbo-win","","turbo","based-turbo:0|turbo:1|turbodex:0|turboloop-token:0|turbo-on-robinhood:0|turbo-win:0","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","turbo"
"TUSD","TUSD","EUR|USD","2","bridged-trueusd|true-usd","","","bridged-trueusd:0|true-usd:0","UNVERIFIED_NO_CURRENT_KRAKEN_PAIR_BRIDGE",""
"TVK","TVK","EUR|USD","1","the-virtua-kolect","","","the-virtua-kolect:0","UNVERIFIED_NO_CURRENT_KRAKEN_PAIR_BRIDGE",""
"UFD","UFD","EUR|USD","1","unicorn-fart-dust","","unicorn-fart-dust","unicorn-fart-dust:1","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","unicorn-fart-dust"
"UMA","UMA","EUR|USD","1","uma","","uma","uma:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","uma"
"UNFI","UNFI","EUR|USD","1","unifi-protocol-dao","","unifi-protocol-dao","unifi-protocol-dao:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","unifi-protocol-dao"
"UNI","UNI","ETH|EUR|USD|XBT","5","linea-bridged-uni-linea|uni|unicorn-token|uniswap|uniswap-wormhole","","uniswap","linea-bridged-uni-linea:0|uni:0|unicorn-token:0|uniswap:3|uniswap-wormhole:0","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","uniswap"
"USDC","USDC","AUD|CAD|CHF|EUR|GBP|USD|USDT","60","anubis-bridged-usdc-anubis|beam-bridged-usdc-beam|bifrost-bridged-usdc-bifrost|binance-bridged-usdc-bnb-smart-chain|bridged-usdc|bridged-usdc-chainport|bridged-usdc-core|bridged-usdc-immutable-zkevm|bridged-usdc-moonriver|bridged-usd-coin-linea|bridged-usd-coin-manta-pacific|bridged-usd-coin-scroll|bridged-usd-coin-starkgate|ccip-bridged-usdc-ronin|celer-bridged-usdc-astar|celer-bridged-usdc-conflux|celer-bridged-usdc-filecoin|cronos-bridged-usdc-cronos|cronos-zkevm-bridged-usdc-cronos-zkevm|eclipse-bridged-usdc-eclipse|edu-chain-bridged-usdc-edu-chain|energi-bridged-usdc-energi|fraxtal-bridged-usdc-fraxtal|gnosis-xdai-bridged-usdc-gnosis|hyperlane-bridged-usdc-igra|hyperlane-bridged-usdc-lukso|hyperlane-bridged-usdc-mantra-evm|ima-bridged-usdc-skale|initia-bridged-usdc-initia|kucoin-bridged-usdc-kucoin-community-chain|layerzero-bridged-usdc-aptos|layerzero-bridged-usdc-etherlink|lens-bridged-usdc-lens|mantle-bridged-usdc-mantle|mode-bridged-usdc-mode|morph-l2-bridged-usdc-morph-l2|multichain-bridged-usdc-dogechain|multichain-bridged-usdc-fantom|near-intents-bridged-usdc|neonpass-bridged-usdc-neon|nomad-bridged-usdc-moonbeam|nova-usdc|official-arbitrum-bridged-usdc-arbitrum-nova|polygon-hermez-bridged-usdc-polygon-zkevm|polygon-hermez-bridged-usdc-x-layer|q-bridged-usdc-q-mainnet|rainbow-bridged-usdc-aurora|shido-bridged-usdc|sophon-bridged-usdc-sophon|superseed-bridged-usdc-superseed|synapse-bridged-usdc-elastos|taiko-bridged-usdc-taiko|thundercore-bridged-usdc-thundercore|upside-down-cat|usd-coin|usd-coin-pulsechain|wanchain-bridged-usdc-cardano|wormhole-bridged-usdc-fantom|zero-network-bridged-usdc-zero-network|zksync-bridged-usdc-zksync","","usd-coin","anubis-bridged-usdc-anubis:0|beam-bridged-usdc-beam:0|bifrost-bridged-usdc-bifrost:0|binance-bridged-usdc-bnb-smart-chain:0|bridged-usdc:0|bridged-usdc-chainport:0|bridged-usdc-core:0|bridged-usdc-immutable-zkevm:0|bridged-usdc-moonriver:0|bridged-usd-coin-linea:0|bridged-usd-coin-manta-pacific:0|bridged-usd-coin-scroll:0|bridged-usd-coin-starkgate:0|ccip-bridged-usdc-ronin:0|celer-bridged-usdc-astar:0|celer-bridged-usdc-conflux:0|celer-bridged-usdc-filecoin:0|cronos-bridged-usdc-cronos:0|cronos-zkevm-bridged-usdc-cronos-zkevm:0|eclipse-bridged-usdc-eclipse:0|edu-chain-bridged-usdc-edu-chain:0|energi-bridged-usdc-energi:0|fraxtal-bridged-usdc-fraxtal:0|gnosis-xdai-bridged-usdc-gnosis:0|hyperlane-bridged-usdc-igra:0|hyperlane-bridged-usdc-lukso:0|hyperlane-bridged-usdc-mantra-evm:0|ima-bridged-usdc-skale:0|initia-bridged-usdc-initia:0|kucoin-bridged-usdc-kucoin-community-chain:0|layerzero-bridged-usdc-aptos:0|layerzero-bridged-usdc-etherlink:0|lens-bridged-usdc-lens:0|mantle-bridged-usdc-mantle:0|mode-bridged-usdc-mode:0|morph-l2-bridged-usdc-morph-l2:0|multichain-bridged-usdc-dogechain:0|multichain-bridged-usdc-fantom:0|near-intents-bridged-usdc:0|neonpass-bridged-usdc-neon:0|nomad-bridged-usdc-moonbeam:0|nova-usdc:0|official-arbitrum-bridged-usdc-arbitrum-nova:0|polygon-hermez-bridged-usdc-polygon-zkevm:0|polygon-hermez-bridged-usdc-x-layer:0|q-bridged-usdc-q-mainnet:0|rainbow-bridged-usdc-aurora:0|shido-bridged-usdc:0|sophon-bridged-usdc-sophon:0|superseed-bridged-usdc-superseed:0|synapse-bridged-usdc-elastos:0|taiko-bridged-usdc-taiko:0|thundercore-bridged-usdc-thundercore:0|upside-down-cat:0|usd-coin:7|usd-coin-pulsechain:0|wanchain-bridged-usdc-cardano:0|wormhole-bridged-usdc-fantom:0|zero-network-bridged-usdc-zero-network:0|zksync-bridged-usdc-zksync:0","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","usd-coin"
"USDD","USDD","EUR|USD","1","usdd","","usdd","usdd:1","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","usdd"
"USDG","USDG","USD|USDC","1","global-dollar","","global-dollar","global-dollar:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","global-dollar"
"USDQ","USDQ","EUR|USD|USDC|USDT","1","quantoz-usdq","","","quantoz-usdq:0","UNVERIFIED_NO_CURRENT_KRAKEN_PAIR_BRIDGE",""
"USDR","USDR","EUR|USD|USDC|USDT","5","real-usd|ring-usd|stablr-usd|us-diamond-reserve|usdr","","","real-usd:0|ring-usd:0|stablr-usd:0|us-diamond-reserve:0|usdr:0","UNVERIFIED_NO_CURRENT_KRAKEN_PAIR_BRIDGE",""
"USDS","USDS","EUR|USD","2","sperax-usd|usds","","usds","sperax-usd:0|usds:1","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","usds"
"USDT","USDT","AUD|CAD|CHF|EUR|GBP|JPY|USD","48","abstract-bridged-usdt-abstract|alcor-ibc-bridged-usdt-wax|areon-bridged-usdt-areon-network|beam-bridged-usdt-beam|bob-network-bridged-usdt-bob-network|bot-chain-bridged-usdt-bot-chain|bridged-tether-fuse|bridged-tether-linea|bridged-tether-manta-pacific|bridged-tether-opbnb|bridged-tether-scroll|bridged-tether-starkgate|bridged-usdt|bridged-usdt-core|celer-bridged-usdt-astar|celer-bridged-usdt-conflux|cronos-bridged-usdt-cronos|eni-bridged-usdt-eni|gnosis-xdai-bridged-usdt-gnosis|hieswap-bridged-usdt-fonchain|injective-bridged-usdt-injective|kaia-bridged-usdt-kaia|krown-bridged-usdt-krown|kub-bridged-usdt-kub|kucoin-bridged-usdt-kucoin-community-chain|l2-standard-bridged-usdt-base|lisk-bridged-usdt|mode-bridged-usdt-mode|morph-l2-bridged-usdt-morph-l2|near-intents-bridged-usdt|nova-tether-usd|osmosis-allusdt|polygon-hermez-bridged-usdt-polygon-zkevm|polygon-hermez-bridged-usdt-x-layer|redbelly-bridged-usdt-redbelly|shimmerbridge-bridged-usdt-shimmerevm|soneium-bridged-usdt-soneium|sonic-bridged-usdt-sonic|sophon-bridged-usdt-sophon|stargate-bridged-usdt|tac-bridged-usdt-tac|tether|tether-pulsechain|tether-usd-wormhole-from-ethereum|thundercore-bridged-usdt-thundercore|unichain-bridged-usdt-unichain|units-network-bridged-usdt-units-network|viction-bridged-usdt","","tether","abstract-bridged-usdt-abstract:0|alcor-ibc-bridged-usdt-wax:0|areon-bridged-usdt-areon-network:0|beam-bridged-usdt-beam:0|bob-network-bridged-usdt-bob-network:0|bot-chain-bridged-usdt-bot-chain:0|bridged-tether-fuse:0|bridged-tether-linea:0|bridged-tether-manta-pacific:0|bridged-tether-opbnb:0|bridged-tether-scroll:0|bridged-tether-starkgate:0|bridged-usdt:0|bridged-usdt-core:0|celer-bridged-usdt-astar:0|celer-bridged-usdt-conflux:0|cronos-bridged-usdt-cronos:0|eni-bridged-usdt-eni:0|gnosis-xdai-bridged-usdt-gnosis:0|hieswap-bridged-usdt-fonchain:0|injective-bridged-usdt-injective:0|kaia-bridged-usdt-kaia:0|krown-bridged-usdt-krown:0|kub-bridged-usdt-kub:0|kucoin-bridged-usdt-kucoin-community-chain:0|l2-standard-bridged-usdt-base:0|lisk-bridged-usdt:0|mode-bridged-usdt-mode:0|morph-l2-bridged-usdt-morph-l2:0|near-intents-bridged-usdt:0|nova-tether-usd:0|osmosis-allusdt:0|polygon-hermez-bridged-usdt-polygon-zkevm:0|polygon-hermez-bridged-usdt-x-layer:0|redbelly-bridged-usdt-redbelly:0|shimmerbridge-bridged-usdt-shimmerevm:0|soneium-bridged-usdt-soneium:0|sonic-bridged-usdt-sonic:0|sophon-bridged-usdt-sophon:0|stargate-bridged-usdt:0|tac-bridged-usdt-tac:0|tether:7|tether-pulsechain:0|tether-usd-wormhole-from-ethereum:0|thundercore-bridged-usdt-thundercore:0|unichain-bridged-usdt-unichain:0|units-network-bridged-usdt-units-network:0|viction-bridged-usdt:0","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","tether"
"UST","UST","EUR|USD|USDC|USDT","1","terrausd-wormhole","","","terrausd-wormhole:0","UNVERIFIED_NO_CURRENT_KRAKEN_PAIR_BRIDGE",""
"USUAL","USUAL","EUR|USD","1","usual","","usual","usual:1","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","usual"
"VANRY","VANRY","EUR|USD","2","vanar-chain|vanar-chain-2","","vanar-chain","vanar-chain:2|vanar-chain-2:0","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","vanar-chain"
"VELODROME","VELODROME","EUR|USD","0","","","","","UNVERIFIED_NO_CURRENT_KRAKEN_PAIR_BRIDGE",""
"VINE","VINE","EUR|USD","2","do-it-for-the-vine|vine","","","do-it-for-the-vine:0|vine:0","UNVERIFIED_NO_CURRENT_KRAKEN_PAIR_BRIDGE",""
"VIRTUAL","VIRTUAL","EUR|USD|USDC|USDT","1","virtual-protocol","","virtual-protocol","virtual-protocol:3","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","virtual-protocol"
"VVV","VVV","EUR|USD","1","venice-token","","venice-token","venice-token:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","venice-token"
"W","W","EUR|USD","5","victorious|w|w-2|w-coin|wormhole","","wormhole","victorious:0|w:0|w-2:0|w-coin:0|wormhole:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","wormhole"
